"Id;""Name"";""Description"";""ServerName"";""TopicName"";""Address"";""Coef"";""Offset"";""LogEnabled"";""AlEnabled"";""Type"";""AlBool"";""MemTag"";""MbsTcpEnabled"";""MbsTcpFloat"";""SnmpEnabled"";""RTLogEnabled"";""AlAutoAck"";""ForceRO"";""SnmpOID"";""AutoType"";""AlHint"";""AlHigh"";""AlLow"";""AlTimeDB"";""AlLevelDB"";""IVGroupA"";""IVGroupB"";""IVGroupC"";""IVGroupD"";""PageId"";""RTLogWindow"";""RTLogTimer"";""LogDB"";""LogTimer"";""AlLoLo"";""AlHiHi"";""MbsTcpRegister"";""MbsTcpCoef"";""MbsTcpOffset"";""EEN"";""ETO"";""ECC"";""ESU"";""EAT"";""ESH"";""SEN"";""STO"";""SSU"";""TEN"";""TSU"";""FEN"";""FFN"";""FCO"";""AlStat"";""ChangeTime"";""TagValue"";""TagQuality"";""AlType""",,,,
"55;""BMS_Rack_7_Alarm_22"";""Rack Under Voltage Alarm"";""MODBUS"";""A"";""43362#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 Discharge Over Current Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"56;""BMS_Rack_7_Alarm_23"";""Rack Over Voltage Alarm"";""MODBUS"";""A"";""43362#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 Under Voltage Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"57;""BMS_Rack_7_Alarm_24"";""Rack Voltage Sensing Difference"";""MODBUS"";""A"";""43362#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 Over Voltage Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"58;""BMS_Rack_7_Alarm_25"";""Rack Current Sensing Difference"";""MODBUS"";""A"";""43362#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 Voltage Sensing Difference Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"59;""BMS_Rack_7_Alarm_26"";""Rack String Voltage-Imbalance"";""MODBUS"";""A"";""43362#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 Current Sensing Difference Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"60;""BMS_Rack_7_Alarm_27"";""Rack String Current-Imbalance"";""MODBUS"";""A"";""43362#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_7 String Voltage-Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"61;""BMS_Rack_7_Module_Num_of_Max_Cell_V_A"";""Module Number of Max Cell Voltage A"";""MODBUS"";""A"";""43364"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"62;""BMS_Rack_7_Cell_Num_of_Max_Cell_V_A"";""Cell Number of Max Cell Voltage A"";""MODBUS"";""A"";""43365"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"63;""BMS_Rack_7_Module_Num_of_Max_Cell_V_B"";""Module Number of Max Cell Voltage B"";""MODBUS"";""A"";""43367"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"64;""BMS_Rack_7_Cell_Num_of_Max_Cell_V_B"";""Cell Number of Max Cell Voltage B"";""MODBUS"";""A"";""43368"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"65;""BMS_Rack_7_Module_Num_of_Min_Cell_V_A"";""Module Number of Min Cell Voltage A"";""MODBUS"";""A"";""43371"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"66;""BMS_Rack_7_Cell_Num_of_Min_Cell_V_A"";""Cell Number of Min Cell Voltage A"";""MODBUS"";""A"";""43372"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"67;""BMS_Rack_7_Module_Num_of_Min_Cell_V_B"";""Module Number of Min Cell Voltage B"";""MODBUS"";""A"";""43374"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"68;""BMS_Rack_7_Cell_Num_of_Min_Cell_V_B"";""Cell Number of Min Cell Voltage B"";""MODBUS"";""A"";""43375"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"69;""BMS_Rack_7_Module_Num_of_Max_Cell_Temp_A"";""Module Number of Max Cell Temp A"";""MODBUS"";""A"";""43377"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"70;""BMS_Rack_7_Cell_Num_of_Max_Cell_Temp_A"";""Cell Number of Max Cell Temp A"";""MODBUS"";""A"";""43378"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"71;""BMS_Rack_7_Module_Num_of_Max_Cell_Temp_B"";""Module Number of Max Cell Temp B"";""MODBUS"";""A"";""43380"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"72;""BMS_Rack_7_Cell_Num_of_Max_Cell_Temp_B"";""Cell Number of Max Cell Temp B"";""MODBUS"";""A"";""43381"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"73;""BMS_Rack_7_Min_Cell_A_Temp"";""Min Cell A Temp"";""MODBUS"";""A"";""43383"";0.01;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 14:31:32""",,,,
"74;""BMS_Rack_7_Module_Num_of_Min_Cell_Temp_A"";""Module Number of Min Cell Temp A"";""MODBUS"";""A"";""43384"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"75;""BMS_Rack_7_Cell_Num_of_Min_Cell_Temp_A"";""Cell Number of Min Cell Temp A"";""MODBUS"";""A"";""43385"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"76;""BMS_Rack_7_Module_Num_of_Min_Cell_Temp_B"";""Module Number of Min Cell Temp B"";""MODBUS"";""A"";""43387"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"77;""BMS_Rack_7_Cell_Num_of_Min_Cell_Temp_B"";""Cell Number of Min Cell Temp B"";""MODBUS"";""A"";""43388"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"78;""BMS_Rack_8_Current"";""BMS Rack 8 Current"";""MODBUS"";""A"";""43401I"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"79;""BMS_Rack_8_SoH"";""BMS Rack 8 SoH"";""MODBUS"";""A"";""43404"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"80;""BMS_Rack_8_Fault_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43405#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Additional_Protection Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"81;""BMS_Rack_8_Fault_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43406#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW1 Sensing Fail Alarm¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"82;""BMS_Rack_8_Fault_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43406#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW2 Sensing Fail Alarm¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"83;""BMS_Rack_8_Fault_4"";""DCSW3 Sensing Fail_Fault"";""MODBUS"";""A"";""43406#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW3 Sensing Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"84;""BMS_Rack_8_Fault_5"";""DCSW3 Fail_Fault"";""MODBUS"";""A"";""43406#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW3 Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"85;""BMS_Rack_8_Fault_6"";""Module PCB Under Temperature_Fault"";""MODBUS"";""A"";""43406#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module PCB Under Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"86;""BMS_Rack_8_Fault_7"";""Module PCB Over-Temperature_Fault"";""MODBUS"";""A"";""43406#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module PCB Over-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"87;""BMS_Rack_8_Fault_8"";""Charge Current Limit_Fault"";""MODBUS"";""A"";""43406#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Charge Current Limit_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"88;""BMS_Rack_8_Fault_9"";""Discharrge Current Limit_Fault"";""MODBUS"";""A"";""43406#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Discharrge Current Limit_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"89;""BMS_Rack_8_Fault_10"";""Rack Fuse Fail_Fault"";""MODBUS"";""A"";""43407#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Fuse Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"90;""BMS_Rack_8_Fault_11"";""Permanent Under-Voltage_Fault"";""MODBUS"";""A"";""43407#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Permanent Under-Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"91;""BMS_Rack_8_Fault_12"";""Module Under-Temperature_Fault"";""MODBUS"";""A"";""43408#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Under-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"92;""BMS_Rack_8_Fault_13"";""Module Over-Temperature_Fault"";""MODBUS"";""A"";""43408#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Over-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"93;""BMS_Rack_8_Fault_14"";""Module Under Voltage_Fault"";""MODBUS"";""A"";""43408#2"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Under Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"94;""BMS_Rack_8_Fault_15"";""Module Over Voltage_Fault"";""MODBUS"";""A"";""43408#3"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Over Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"95;""BMS_Rack_8_Fault_16"";""Module Voltage Imbalance Fault"";""MODBUS"";""A"";""43408#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Voltage Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"96;""BMS_Rack_8_Fault_17"";""Module Temperature Imbalance Fault"";""MODBUS"";""A"";""43408#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module Temperature Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"97;""BMS_Rack_8_Fault_18"";""Rack Module Comms Fail Fault"";""MODBUS"";""A"";""43408#6"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Module Comms Fail Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"98;""BMS_Rack_8_Fault_19"";""Rack System Comms Fail Fault"";""MODBUS"";""A"";""43408#7"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack System Comms Fail Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"99;""BMS_Rack_8_Fault_20"";""Rack Charge Over Current Fault"";""MODBUS"";""A"";""43408#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Charge Over Current Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"100;""BMS_Rack_8_Fault_21"";""Rack Discharge Over Current Fault"";""MODBUS"";""A"";""43408#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Discharge Over Current Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"101;""BMS_Rack_8_Fault_22"";""Rack Under Voltage Fault"";""MODBUS"";""A"";""43408#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Under Voltage Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"102;""BMS_Rack_8_Fault_23"";""Rack Over Voltage Fault"";""MODBUS"";""A"";""43408#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Over Voltage Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"103;""BMS_Rack_8_Fault_24"";""Rack Voltage Sensing Difference"";""MODBUS"";""A"";""43408#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Voltage Sensing Difference Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"104;""BMS_Rack_8_Fault_25"";""Rack Current Sensing Difference"";""MODBUS"";""A"";""43408#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Current Sensing Difference Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"105;""BMS_Rack_8_Fault_26"";""Rack String Voltage-Imbalance"";""MODBUS"";""A"";""43408#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack String Voltage-Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"106;""BMS_Rack_8_Fault_27"";""Rack String Current-Imbalance"";""MODBUS"";""A"";""43408#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack String Current-Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"107;""BMS_Rack_8_Alarm_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43409#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Additional_Protection Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"108;""BMS_Rack_8_Alarm_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43410#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW1 Sensing Fail Fault¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"109;""BMS_Rack_8_Alarm_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43410#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW2 Sensing Fail Fault¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"110;""BMS_Rack_8_Alarm_4"";""DCSW3 Sensing Fail_Alarm"";""MODBUS"";""A"";""43410#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW3 Sensing Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"111;""BMS_Rack_8_Alarm_5"";""DCSW3 Fail_Alarm"";""MODBUS"";""A"";""43410#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 DCSW3 Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"112;""BMS_Rack_8_Alarm_6"";""Module PCB Under Temperature_Alarm"";""MODBUS"";""A"";""43410#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module PCB Under Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"113;""BMS_Rack_8_Alarm_7"";""Module PCB Over-Temperature_Alarm"";""MODBUS"";""A"";""43410#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Module PCB Over-Temperature_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"114;""BMS_Rack_8_Alarm_8"";""Charge Current Limit_Alarm"";""MODBUS"";""A"";""43410#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Charge Current Limit_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"115;""BMS_Rack_8_Alarm_9"";""Discharrge Current Limit_Alarm"";""MODBUS"";""A"";""43410#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Discharrge Current Limit_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"116;""BMS_Rack_8_Alarm_10"";""Rack Fuse Fail_Alarm"";""MODBUS"";""A"";""43411#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_8 Rack Fuse Fail_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
